event_id,timestamp,machine_id,plc_name,tag_name,tag_value,data_type,event_type,product_code,batch_id,shift,source_system
30820,2026-01-30T09:29:02.149Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30821,2026-01-30T09:29:02.374Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30822,2026-01-30T09:29:02.518Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,45.86,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30823,2026-01-30T09:29:02.563Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,108.67,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30824,2026-01-30T09:29:02.744Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,141.08,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30825,2026-01-30T09:29:02.899Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,99.47,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30826,2026-01-30T09:29:03.128Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30827,2026-01-30T09:29:03.180Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-C,BATCH-1006,DAY,synthetic_plc
30828,2026-01-30T09:29:03.347Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30829,2026-01-30T09:29:03.386Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30830,2026-01-30T09:29:03.430Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Network diagnostic counter,4719,DINT,COUNTER_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30831,2026-01-30T09:29:03.504Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30832,2026-01-30T09:29:03.771Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30833,2026-01-30T09:29:03.896Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,43.87,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30834,2026-01-30T09:29:03.937Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,112.08,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30835,2026-01-30T09:29:04.132Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,145.02,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30836,2026-01-30T09:29:04.325Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,96.5,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30837,2026-01-30T09:29:04.514Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30838,2026-01-30T09:29:04.616Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-C,BATCH-1006,DAY,synthetic_plc
30839,2026-01-30T09:29:04.782Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30840,2026-01-30T09:29:04.814Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30841,2026-01-30T09:29:04.917Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30842,2026-01-30T09:29:05.170Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30843,2026-01-30T09:29:05.320Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,45.74,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30844,2026-01-30T09:29:05.377Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,106.36,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30845,2026-01-30T09:29:05.546Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,142.48,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30846,2026-01-30T09:29:05.725Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,100.92,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30847,2026-01-30T09:29:05.914Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30848,2026-01-30T09:29:06.005Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-C,BATCH-1006,DAY,synthetic_plc
30849,2026-01-30T09:29:06.168Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30850,2026-01-30T09:29:06.206Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30851,2026-01-30T09:29:06.301Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30852,2026-01-30T09:29:06.559Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30853,2026-01-30T09:29:06.742Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,46.61,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30854,2026-01-30T09:29:06.802Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,108.01,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30855,2026-01-30T09:29:07.003Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,140.54,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30856,2026-01-30T09:29:07.168Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,101.57,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30857,2026-01-30T09:29:07.408Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30858,2026-01-30T09:29:07.500Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-C,BATCH-1006,DAY,synthetic_plc
30859,2026-01-30T09:29:07.657Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30860,2026-01-30T09:29:07.687Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30861,2026-01-30T09:29:07.815Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30862,2026-01-30T09:29:08.071Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30863,2026-01-30T09:29:08.199Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,36.38,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30864,2026-01-30T09:29:08.243Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,110.13,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30865,2026-01-30T09:29:08.458Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,141.12,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30866,2026-01-30T09:29:08.609Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,100.08,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30867,2026-01-30T09:29:08.822Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30868,2026-01-30T09:29:08.881Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-C,BATCH-1006,DAY,synthetic_plc
30869,2026-01-30T09:29:09.072Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30870,2026-01-30T09:29:09.103Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30871,2026-01-30T09:29:09.187Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30872,2026-01-30T09:29:09.397Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30873,2026-01-30T09:29:09.531Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,47.08,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30874,2026-01-30T09:29:09.569Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,116.13,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30875,2026-01-30T09:29:09.756Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,143.27,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30876,2026-01-30T09:29:09.891Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,98.52,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30877,2026-01-30T09:29:10.056Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30878,2026-01-30T09:29:10.129Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-C,BATCH-1006,DAY,synthetic_plc
30879,2026-01-30T09:29:10.222Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,HMI heartbeat,1,BOOL,STATE,FG-C,BATCH-1006,DAY,synthetic_plc
30880,2026-01-30T09:29:10.291Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30881,2026-01-30T09:29:10.321Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30882,2026-01-30T09:29:10.442Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30883,2026-01-30T09:29:10.635Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30884,2026-01-30T09:29:10.791Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,42.59,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30885,2026-01-30T09:29:10.850Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,107.58,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30886,2026-01-30T09:29:11.016Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,142.27,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30887,2026-01-30T09:29:11.177Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,98.65,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30888,2026-01-30T09:29:11.344Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30889,2026-01-30T09:29:11.430Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-C,BATCH-1006,DAY,synthetic_plc
30890,2026-01-30T09:29:11.611Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30891,2026-01-30T09:29:11.640Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30892,2026-01-30T09:29:11.744Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30893,2026-01-30T09:29:11.925Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30894,2026-01-30T09:29:12.055Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,49.41,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30895,2026-01-30T09:29:12.107Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,116.58,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30896,2026-01-30T09:29:12.248Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,142.15,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30897,2026-01-30T09:29:12.389Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,103.62,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30898,2026-01-30T09:29:12.577Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30899,2026-01-30T09:29:12.661Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-C,BATCH-1006,DAY,synthetic_plc
30900,2026-01-30T09:29:12.780Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30901,2026-01-30T09:29:12.809Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30902,2026-01-30T09:29:12.899Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30903,2026-01-30T09:29:13.156Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30904,2026-01-30T09:29:13.259Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,44.38,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30905,2026-01-30T09:29:13.314Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,106.13,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30906,2026-01-30T09:29:13.474Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,137.96,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30907,2026-01-30T09:29:13.631Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,100.22,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30908,2026-01-30T09:29:13.808Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30909,2026-01-30T09:29:13.889Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-C,BATCH-1006,DAY,synthetic_plc
30910,2026-01-30T09:29:14.040Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30911,2026-01-30T09:29:14.068Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30912,2026-01-30T09:29:14.164Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30913,2026-01-30T09:29:14.396Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30914,2026-01-30T09:29:14.522Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,40.56,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30915,2026-01-30T09:29:14.578Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,116.71,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30916,2026-01-30T09:29:14.703Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,142.94,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30917,2026-01-30T09:29:14.887Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,104.09,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30918,2026-01-30T09:29:14.999Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,HMI heartbeat,1,BOOL,STATE,FG-C,BATCH-1006,DAY,synthetic_plc
30919,2026-01-30T09:29:15.063Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30920,2026-01-30T09:29:15.139Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-C,BATCH-1006,DAY,synthetic_plc
30921,2026-01-30T09:29:15.290Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30922,2026-01-30T09:29:15.328Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30923,2026-01-30T09:29:15.413Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30924,2026-01-30T09:29:15.684Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30925,2026-01-30T09:29:15.783Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,47.7,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30926,2026-01-30T09:29:15.834Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,111.36,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30927,2026-01-30T09:29:16.009Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,141.06,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30928,2026-01-30T09:29:16.192Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,98.53,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30929,2026-01-30T09:29:16.382Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30930,2026-01-30T09:29:16.437Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-C,BATCH-1006,DAY,synthetic_plc
30931,2026-01-30T09:29:16.619Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30932,2026-01-30T09:29:16.647Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30933,2026-01-30T09:29:16.770Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30934,2026-01-30T09:29:17.010Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30935,2026-01-30T09:29:17.126Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,44.77,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30936,2026-01-30T09:29:17.186Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,112.29,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30937,2026-01-30T09:29:17.357Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,140.91,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30938,2026-01-30T09:29:17.529Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,99.73,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30939,2026-01-30T09:29:17.735Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30940,2026-01-30T09:29:17.791Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-C,BATCH-1006,DAY,synthetic_plc
30941,2026-01-30T09:29:17.966Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30942,2026-01-30T09:29:18.003Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30943,2026-01-30T09:29:18.120Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30944,2026-01-30T09:29:18.377Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30945,2026-01-30T09:29:18.529Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,43.55,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30946,2026-01-30T09:29:18.587Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,111.29,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30947,2026-01-30T09:29:18.804Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,142.0,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30948,2026-01-30T09:29:18.966Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,101.41,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30949,2026-01-30T09:29:19.187Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30950,2026-01-30T09:29:19.293Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-C,BATCH-1006,DAY,synthetic_plc
30951,2026-01-30T09:29:19.467Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30952,2026-01-30T09:29:19.501Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30953,2026-01-30T09:29:19.592Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30954,2026-01-30T09:29:19.723Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,HMI heartbeat,1,BOOL,STATE,FG-C,BATCH-1006,DAY,synthetic_plc
30955,2026-01-30T09:29:19.829Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-C,BATCH-1006,DAY,synthetic_plc
30956,2026-01-30T09:29:19.964Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,42.37,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
30957,2026-01-30T09:29:20.013Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,113.04,REAL,ANALOG_SAMPLE,FG-C,BATCH-1006,DAY,synthetic_plc
