cycle_index,cycle_start_time,cycle_end_time,cycle_ms,product_code,batch_id,shift,fault_mode,is_long_gap,is_abnormal_cycle
791,2026-01-30T08:23:48.249Z,2026-01-30T08:23:49.707Z,1458,FG-A,BATCH-1001,DAY,normal,0,0
792,2026-01-30T08:23:49.707Z,2026-01-30T08:23:51.379Z,1672,FG-A,BATCH-1001,DAY,normal,0,0
793,2026-01-30T08:23:51.379Z,2026-01-30T08:23:53.056Z,1677,FG-A,BATCH-1001,DAY,normal,0,0
794,2026-01-30T08:23:53.056Z,2026-01-30T08:23:54.593Z,1537,FG-A,BATCH-1001,DAY,normal,0,0
795,2026-01-30T08:23:54.593Z,2026-01-30T08:23:56.219Z,1626,FG-A,BATCH-1001,DAY,normal,0,0
796,2026-01-30T08:23:56.219Z,2026-01-30T08:23:57.806Z,1587,FG-A,BATCH-1001,DAY,normal,0,0
797,2026-01-30T08:23:57.806Z,2026-01-30T08:23:59.507Z,1701,FG-A,BATCH-1001,DAY,normal,0,0
798,2026-01-30T08:23:59.507Z,2026-01-30T08:24:01.154Z,1647,FG-A,BATCH-1001,DAY,normal,0,0
799,2026-01-30T08:24:01.154Z,2026-01-30T08:24:02.722Z,1568,FG-A,BATCH-1001,DAY,normal,0,0
800,2026-01-30T08:24:02.722Z,2026-01-30T08:24:04.271Z,1549,FG-A,BATCH-1001,DAY,normal,0,0
801,2026-01-30T08:24:04.271Z,2026-01-30T08:24:06.030Z,1759,FG-A,BATCH-1001,DAY,normal,0,0
802,2026-01-30T08:24:06.030Z,2026-01-30T08:24:09.393Z,3363,FG-A,BATCH-1001,DAY,slow_cycle,0,1
803,2026-01-30T08:24:09.393Z,2026-01-30T08:24:11.004Z,1611,FG-A,BATCH-1001,DAY,normal,0,0
804,2026-01-30T08:24:11.004Z,2026-01-30T08:24:12.679Z,1675,FG-A,BATCH-1001,DAY,normal,0,0
805,2026-01-30T08:24:12.679Z,2026-01-30T08:24:14.012Z,1333,FG-A,BATCH-1001,DAY,fast_cycle,0,0
806,2026-01-30T08:24:14.012Z,2026-01-30T08:24:15.725Z,1713,FG-A,BATCH-1001,DAY,normal,0,0
807,2026-01-30T08:24:15.725Z,2026-01-30T08:24:17.242Z,1517,FG-A,BATCH-1001,DAY,normal,0,0
808,2026-01-30T08:24:17.242Z,2026-01-30T08:24:18.911Z,1669,FG-A,BATCH-1001,DAY,normal,0,0
809,2026-01-30T08:24:18.911Z,2026-01-30T08:24:20.439Z,1528,FG-A,BATCH-1001,DAY,normal,0,0
810,2026-01-30T08:24:20.439Z,2026-01-30T08:24:22.058Z,1619,FG-A,BATCH-1001,DAY,normal,0,0
811,2026-01-30T08:24:22.058Z,2026-01-30T08:24:23.579Z,1521,FG-A,BATCH-1001,DAY,normal,0,0
812,2026-01-30T08:24:23.579Z,2026-01-30T08:24:25.231Z,1652,FG-A,BATCH-1001,DAY,normal,0,0
813,2026-01-30T08:24:25.231Z,2026-01-30T08:24:26.955Z,1724,FG-A,BATCH-1001,DAY,normal,0,0
814,2026-01-30T08:24:26.955Z,2026-01-30T08:24:28.573Z,1618,FG-A,BATCH-1001,DAY,normal,0,0
815,2026-01-30T08:24:28.573Z,2026-01-30T08:24:30.107Z,1534,FG-A,BATCH-1001,DAY,normal,0,0
816,2026-01-30T08:24:30.107Z,2026-01-30T08:24:31.908Z,1801,FG-A,BATCH-1001,DAY,normal,0,0
817,2026-01-30T08:24:31.908Z,2026-01-30T08:24:33.694Z,1786,FG-A,BATCH-1001,DAY,normal,0,0
818,2026-01-30T08:24:33.694Z,2026-01-30T08:24:35.186Z,1492,FG-A,BATCH-1001,DAY,normal,0,0
819,2026-01-30T08:24:35.186Z,2026-01-30T08:24:36.988Z,1802,FG-A,BATCH-1001,DAY,normal,0,0
820,2026-01-30T08:24:36.988Z,2026-01-30T08:24:38.284Z,1296,FG-A,BATCH-1001,DAY,fast_cycle,0,0
821,2026-01-30T08:24:38.284Z,2026-01-30T08:24:39.889Z,1605,FG-A,BATCH-1001,DAY,normal,0,0
822,2026-01-30T08:24:39.889Z,2026-01-30T08:24:41.397Z,1508,FG-A,BATCH-1001,DAY,normal,0,0
823,2026-01-30T08:24:41.397Z,2026-01-30T08:24:43.026Z,1629,FG-A,BATCH-1001,DAY,normal,0,0
824,2026-01-30T08:24:43.026Z,2026-01-30T08:24:44.576Z,1550,FG-A,BATCH-1001,DAY,normal,0,0
825,2026-01-30T08:24:44.576Z,2026-01-30T08:24:46.303Z,1727,FG-A,BATCH-1001,DAY,normal,0,0
826,2026-01-30T08:24:46.303Z,2026-01-30T08:24:47.909Z,1606,FG-A,BATCH-1001,DAY,normal,0,0
827,2026-01-30T08:24:47.909Z,2026-01-30T08:24:49.441Z,1532,FG-A,BATCH-1001,DAY,normal,0,0
828,2026-01-30T08:24:49.441Z,2026-01-30T08:24:50.906Z,1465,FG-A,BATCH-1001,DAY,normal,0,0
829,2026-01-30T08:24:50.906Z,2026-01-30T08:24:52.487Z,1581,FG-A,BATCH-1001,DAY,normal,0,0
830,2026-01-30T08:24:52.487Z,2026-01-30T08:24:54.002Z,1515,FG-A,BATCH-1001,DAY,normal,0,0
831,2026-01-30T08:24:54.002Z,2026-01-30T08:24:55.718Z,1716,FG-A,BATCH-1001,DAY,normal,0,0
832,2026-01-30T08:24:55.718Z,2026-01-30T08:24:57.374Z,1656,FG-A,BATCH-1001,DAY,normal,0,0
833,2026-01-30T08:24:57.374Z,2026-01-30T08:25:00.109Z,2735,FG-A,BATCH-1001,DAY,slow_cycle,0,1
834,2026-01-30T08:25:00.109Z,2026-01-30T08:25:01.883Z,1774,FG-A,BATCH-1001,DAY,normal,0,0
835,2026-01-30T08:25:01.883Z,2026-01-30T08:25:03.461Z,1578,FG-A,BATCH-1001,DAY,normal,0,0
836,2026-01-30T08:25:03.461Z,2026-01-30T08:25:05.050Z,1589,FG-A,BATCH-1001,DAY,normal,0,0
837,2026-01-30T08:25:05.050Z,2026-01-30T08:25:06.538Z,1488,FG-A,BATCH-1001,DAY,normal,0,0
838,2026-01-30T08:25:06.538Z,2026-01-30T08:25:08.017Z,1479,FG-A,BATCH-1001,DAY,normal,0,0
839,2026-01-30T08:25:08.017Z,2026-01-30T08:25:09.504Z,1487,FG-A,BATCH-1001,DAY,normal,0,0
840,2026-01-30T08:25:09.504Z,2026-01-30T08:25:11.343Z,1839,FG-A,BATCH-1001,DAY,normal,0,0
841,2026-01-30T08:25:11.343Z,2026-01-30T08:25:14.077Z,2734,FG-A,BATCH-1001,DAY,slow_cycle,0,1
842,2026-01-30T08:25:14.077Z,2026-01-30T08:25:15.773Z,1696,FG-A,BATCH-1001,DAY,normal,0,0
843,2026-01-30T08:25:15.773Z,2026-01-30T08:25:17.503Z,1730,FG-A,BATCH-1001,DAY,normal,0,0
844,2026-01-30T08:25:17.503Z,2026-01-30T08:25:19.284Z,1781,FG-A,BATCH-1001,DAY,normal,0,0
845,2026-01-30T08:25:19.284Z,2026-01-30T08:25:20.804Z,1520,FG-A,BATCH-1001,DAY,normal,0,0
846,2026-01-30T08:25:20.804Z,2026-01-30T08:25:22.458Z,1654,FG-A,BATCH-1001,DAY,normal,0,0
847,2026-01-30T08:25:22.458Z,2026-01-30T08:25:24.120Z,1662,FG-A,BATCH-1001,DAY,normal,0,0
848,2026-01-30T08:25:24.120Z,2026-01-30T08:25:25.651Z,1531,FG-A,BATCH-1001,DAY,normal,0,0
849,2026-01-30T08:25:25.651Z,2026-01-30T08:25:27.250Z,1599,FG-A,BATCH-1001,DAY,normal,0,0
850,2026-01-30T08:25:27.250Z,2026-01-30T08:25:28.814Z,1564,FG-A,BATCH-1001,DAY,normal,0,0
851,2026-01-30T08:25:28.814Z,2026-01-30T08:25:30.501Z,1687,FG-A,BATCH-1001,DAY,normal,0,0
852,2026-01-30T08:25:30.501Z,2026-01-30T08:25:32.023Z,1522,FG-A,BATCH-1001,DAY,normal,0,0
853,2026-01-30T08:25:32.023Z,2026-01-30T08:25:33.521Z,1498,FG-A,BATCH-1001,DAY,normal,0,0
854,2026-01-30T08:25:33.521Z,2026-01-30T08:25:35.136Z,1615,FG-A,BATCH-1001,DAY,normal,0,0
855,2026-01-30T08:25:35.136Z,2026-01-30T08:25:36.870Z,1734,FG-A,BATCH-1001,DAY,normal,0,0
856,2026-01-30T08:25:36.870Z,2026-01-30T08:25:38.459Z,1589,FG-A,BATCH-1001,DAY,normal,0,0
857,2026-01-30T08:25:38.459Z,2026-01-30T08:25:40.146Z,1687,FG-A,BATCH-1001,DAY,normal,0,0
858,2026-01-30T08:25:40.146Z,2026-01-30T08:25:41.723Z,1577,FG-A,BATCH-1001,DAY,normal,0,0
859,2026-01-30T08:25:41.723Z,2026-01-30T08:25:43.416Z,1693,FG-A,BATCH-1001,DAY,normal,0,0
860,2026-01-30T08:25:43.416Z,2026-01-30T08:25:45.021Z,1605,FG-A,BATCH-1001,DAY,normal,0,0
861,2026-01-30T08:25:45.021Z,2026-01-30T08:25:46.681Z,1660,FG-A,BATCH-1001,DAY,normal,0,0
862,2026-01-30T08:25:46.681Z,2026-01-30T08:25:48.468Z,1787,FG-A,BATCH-1001,DAY,normal,0,0
863,2026-01-30T08:25:48.468Z,2026-01-30T08:25:50.059Z,1591,FG-A,BATCH-1001,DAY,normal,0,0
864,2026-01-30T08:25:50.059Z,2026-01-30T08:25:51.652Z,1593,FG-A,BATCH-1001,DAY,normal,0,0
865,2026-01-30T08:25:51.652Z,2026-01-30T08:25:53.340Z,1688,FG-A,BATCH-1001,DAY,normal,0,0
866,2026-01-30T08:25:53.340Z,2026-01-30T08:25:54.884Z,1544,FG-A,BATCH-1001,DAY,normal,0,0
867,2026-01-30T08:25:54.884Z,2026-01-30T08:25:56.523Z,1639,FG-A,BATCH-1001,DAY,normal,0,0
868,2026-01-30T08:25:56.523Z,2026-01-30T08:25:57.921Z,1398,FG-A,BATCH-1001,DAY,normal,0,0
869,2026-01-30T08:25:57.921Z,2026-01-30T08:25:59.481Z,1560,FG-A,BATCH-1001,DAY,normal,0,0
870,2026-01-30T08:25:59.481Z,2026-01-30T08:26:00.999Z,1518,FG-A,BATCH-1001,DAY,normal,0,0
871,2026-01-30T08:26:00.999Z,2026-01-30T08:26:02.528Z,1529,FG-A,BATCH-1001,DAY,normal,0,0
872,2026-01-30T08:26:02.528Z,2026-01-30T08:26:03.758Z,1230,FG-A,BATCH-1001,DAY,fast_cycle,0,0
873,2026-01-30T08:26:03.758Z,2026-01-30T08:26:05.345Z,1587,FG-A,BATCH-1001,DAY,normal,0,0
874,2026-01-30T08:26:05.345Z,2026-01-30T08:26:17.133Z,11788,FG-A,BATCH-1001,DAY,long_gap,1,1
875,2026-01-30T08:26:17.133Z,2026-01-30T08:26:18.842Z,1709,FG-A,BATCH-1001,DAY,normal,0,0
876,2026-01-30T08:26:18.842Z,2026-01-30T08:26:20.270Z,1428,FG-A,BATCH-1001,DAY,normal,0,0
877,2026-01-30T08:26:20.270Z,2026-01-30T08:26:22.006Z,1736,FG-A,BATCH-1001,DAY,normal,0,0
878,2026-01-30T08:26:22.006Z,2026-01-30T08:26:23.696Z,1690,FG-A,BATCH-1001,DAY,normal,0,0
879,2026-01-30T08:26:23.696Z,2026-01-30T08:26:25.542Z,1846,FG-A,BATCH-1001,DAY,normal,0,0
880,2026-01-30T08:26:25.542Z,2026-01-30T08:26:27.190Z,1648,FG-A,BATCH-1001,DAY,normal,0,0
881,2026-01-30T08:26:27.190Z,2026-01-30T08:26:28.781Z,1591,FG-A,BATCH-1001,DAY,normal,0,0
882,2026-01-30T08:26:28.781Z,2026-01-30T08:26:30.357Z,1576,FG-A,BATCH-1001,DAY,normal,0,0
883,2026-01-30T08:26:30.357Z,2026-01-30T08:26:31.750Z,1393,FG-A,BATCH-1001,DAY,normal,0,0
884,2026-01-30T08:26:31.750Z,2026-01-30T08:26:33.407Z,1657,FG-A,BATCH-1001,DAY,normal,0,0
885,2026-01-30T08:26:33.407Z,2026-01-30T08:26:34.980Z,1573,FG-A,BATCH-1001,DAY,normal,0,0
886,2026-01-30T08:26:34.980Z,2026-01-30T08:26:36.505Z,1525,FG-A,BATCH-1001,DAY,normal,0,0
887,2026-01-30T08:26:36.505Z,2026-01-30T08:26:38.185Z,1680,FG-A,BATCH-1001,DAY,normal,0,0
888,2026-01-30T08:26:38.185Z,2026-01-30T08:26:50.170Z,11985,FG-A,BATCH-1001,DAY,long_gap,1,1
889,2026-01-30T08:26:50.170Z,2026-01-30T08:26:51.696Z,1526,FG-A,BATCH-1001,DAY,normal,0,0
890,2026-01-30T08:26:51.696Z,2026-01-30T08:26:53.387Z,1691,FG-A,BATCH-1001,DAY,normal,0,0
891,2026-01-30T08:26:53.387Z,2026-01-30T08:26:54.992Z,1605,FG-A,BATCH-1001,DAY,normal,0,0
892,2026-01-30T08:26:54.992Z,2026-01-30T08:26:56.381Z,1389,FG-A,BATCH-1001,DAY,normal,0,0
893,2026-01-30T08:26:56.381Z,2026-01-30T08:26:58.003Z,1622,FG-A,BATCH-1001,DAY,normal,0,0
894,2026-01-30T08:26:58.003Z,2026-01-30T08:26:59.633Z,1630,FG-A,BATCH-1001,DAY,normal,0,0
895,2026-01-30T08:26:59.633Z,2026-01-30T08:27:01.290Z,1657,FG-A,BATCH-1001,DAY,normal,0,0
896,2026-01-30T08:27:01.290Z,2026-01-30T08:27:02.901Z,1611,FG-A,BATCH-1001,DAY,normal,0,0
897,2026-01-30T08:27:02.901Z,2026-01-30T08:27:04.575Z,1674,FG-A,BATCH-1001,DAY,normal,0,0
898,2026-01-30T08:27:04.575Z,2026-01-30T08:27:06.043Z,1468,FG-A,BATCH-1001,DAY,normal,0,0
899,2026-01-30T08:27:06.043Z,2026-01-30T08:27:07.591Z,1548,FG-A,BATCH-1001,DAY,normal,0,0
900,2026-01-30T08:27:07.591Z,2026-01-30T08:27:09.347Z,1756,FG-A,BATCH-1001,DAY,normal,0,0
901,2026-01-30T08:27:09.347Z,2026-01-30T08:27:10.853Z,1506,FG-A,BATCH-1001,DAY,normal,0,0
902,2026-01-30T08:27:10.853Z,2026-01-30T08:27:12.437Z,1584,FG-A,BATCH-1001,DAY,normal,0,0
903,2026-01-30T08:27:12.437Z,2026-01-30T08:27:13.998Z,1561,FG-A,BATCH-1001,DAY,normal,0,0
904,2026-01-30T08:27:13.998Z,2026-01-30T08:27:15.613Z,1615,FG-A,BATCH-1001,DAY,normal,0,0
905,2026-01-30T08:27:15.613Z,2026-01-30T08:27:17.301Z,1688,FG-A,BATCH-1001,DAY,normal,0,0
906,2026-01-30T08:27:17.301Z,2026-01-30T08:27:18.992Z,1691,FG-A,BATCH-1001,DAY,normal,0,0
907,2026-01-30T08:27:18.992Z,2026-01-30T08:27:22.067Z,3075,FG-A,BATCH-1001,DAY,slow_cycle,0,1
908,2026-01-30T08:27:22.067Z,2026-01-30T08:27:23.669Z,1602,FG-A,BATCH-1001,DAY,normal,0,0
909,2026-01-30T08:27:23.669Z,2026-01-30T08:27:25.251Z,1582,FG-A,BATCH-1001,DAY,normal,0,0
910,2026-01-30T08:27:25.251Z,2026-01-30T08:27:26.772Z,1521,FG-A,BATCH-1001,DAY,normal,0,0
911,2026-01-30T08:27:26.772Z,2026-01-30T08:27:28.449Z,1677,FG-A,BATCH-1001,DAY,normal,0,0
912,2026-01-30T08:27:28.449Z,2026-01-30T08:27:30.045Z,1596,FG-A,BATCH-1001,DAY,normal,0,0
913,2026-01-30T08:27:30.045Z,2026-01-30T08:27:31.703Z,1658,FG-A,BATCH-1001,DAY,normal,0,0
914,2026-01-30T08:27:31.703Z,2026-01-30T08:27:33.267Z,1564,FG-A,BATCH-1001,DAY,normal,0,0
915,2026-01-30T08:27:33.267Z,2026-01-30T08:27:34.837Z,1570,FG-A,BATCH-1001,DAY,normal,0,0
916,2026-01-30T08:27:34.837Z,2026-01-30T08:27:36.449Z,1612,FG-A,BATCH-1001,DAY,normal,0,0
917,2026-01-30T08:27:36.449Z,2026-01-30T08:27:37.933Z,1484,FG-A,BATCH-1001,DAY,normal,0,0
918,2026-01-30T08:27:37.933Z,2026-01-30T08:27:39.431Z,1498,FG-A,BATCH-1001,DAY,normal,0,0
919,2026-01-30T08:27:39.431Z,2026-01-30T08:27:41.067Z,1636,FG-A,BATCH-1001,DAY,normal,0,0
920,2026-01-30T08:27:41.067Z,2026-01-30T08:27:42.684Z,1617,FG-A,BATCH-1001,DAY,normal,0,0
921,2026-01-30T08:27:42.684Z,2026-01-30T08:27:44.457Z,1773,FG-A,BATCH-1001,DAY,normal,0,0
922,2026-01-30T08:27:44.457Z,2026-01-30T08:27:45.931Z,1474,FG-A,BATCH-1001,DAY,normal,0,0
923,2026-01-30T08:27:45.931Z,2026-01-30T08:27:47.594Z,1663,FG-A,BATCH-1001,DAY,normal,0,0
924,2026-01-30T08:27:47.594Z,2026-01-30T08:27:49.319Z,1725,FG-A,BATCH-1001,DAY,normal,0,0
925,2026-01-30T08:27:49.319Z,2026-01-30T08:27:50.978Z,1659,FG-A,BATCH-1001,DAY,normal,0,0
926,2026-01-30T08:27:50.978Z,2026-01-30T08:27:52.642Z,1664,FG-A,BATCH-1001,DAY,normal,0,0
927,2026-01-30T08:27:52.642Z,2026-01-30T08:27:54.325Z,1683,FG-A,BATCH-1001,DAY,normal,0,0
928,2026-01-30T08:27:54.325Z,2026-01-30T08:27:55.974Z,1649,FG-A,BATCH-1001,DAY,normal,0,0
929,2026-01-30T08:27:55.974Z,2026-01-30T08:27:57.709Z,1735,FG-A,BATCH-1001,DAY,normal,0,0
930,2026-01-30T08:27:57.709Z,2026-01-30T08:27:59.361Z,1652,FG-A,BATCH-1001,DAY,normal,0,0
931,2026-01-30T08:27:59.361Z,2026-01-30T08:28:00.878Z,1517,FG-A,BATCH-1001,DAY,normal,0,0
932,2026-01-30T08:28:00.878Z,2026-01-30T08:28:02.591Z,1713,FG-A,BATCH-1001,DAY,normal,0,0
933,2026-01-30T08:28:02.591Z,2026-01-30T08:28:04.243Z,1652,FG-A,BATCH-1001,DAY,normal,0,0
934,2026-01-30T08:28:04.243Z,2026-01-30T08:28:05.718Z,1475,FG-A,BATCH-1001,DAY,normal,0,0
935,2026-01-30T08:28:05.718Z,2026-01-30T08:28:07.439Z,1721,FG-A,BATCH-1001,DAY,normal,0,0
936,2026-01-30T08:28:07.439Z,2026-01-30T08:28:09.137Z,1698,FG-A,BATCH-1001,DAY,normal,0,0
937,2026-01-30T08:28:09.137Z,2026-01-30T08:28:10.776Z,1639,FG-A,BATCH-1001,DAY,normal,0,0
938,2026-01-30T08:28:10.776Z,2026-01-30T08:28:12.423Z,1647,FG-A,BATCH-1001,DAY,normal,0,0
939,2026-01-30T08:28:12.423Z,2026-01-30T08:28:17.041Z,4618,FG-A,BATCH-1001,DAY,jam_recovery,0,1
940,2026-01-30T08:28:17.041Z,2026-01-30T08:28:18.675Z,1634,FG-A,BATCH-1001,DAY,normal,0,0
941,2026-01-30T08:28:18.675Z,2026-01-30T08:28:20.129Z,1454,FG-A,BATCH-1001,DAY,normal,0,0
942,2026-01-30T08:28:20.129Z,2026-01-30T08:28:21.481Z,1352,FG-A,BATCH-1001,DAY,normal,0,0
943,2026-01-30T08:28:21.481Z,2026-01-30T08:28:23.239Z,1758,FG-A,BATCH-1001,DAY,normal,0,0
944,2026-01-30T08:28:23.239Z,2026-01-30T08:28:24.930Z,1691,FG-A,BATCH-1001,DAY,normal,0,0
945,2026-01-30T08:28:24.930Z,2026-01-30T08:28:26.493Z,1563,FG-A,BATCH-1001,DAY,normal,0,0
946,2026-01-30T08:28:26.493Z,2026-01-30T08:28:27.973Z,1480,FG-A,BATCH-1001,DAY,normal,0,0
947,2026-01-30T08:28:27.973Z,2026-01-30T08:28:29.554Z,1581,FG-A,BATCH-1001,DAY,normal,0,0
948,2026-01-30T08:28:29.554Z,2026-01-30T08:28:31.055Z,1501,FG-A,BATCH-1001,DAY,normal,0,0
949,2026-01-30T08:28:31.055Z,2026-01-30T08:28:32.642Z,1587,FG-A,BATCH-1001,DAY,normal,0,0
950,2026-01-30T08:28:32.642Z,2026-01-30T08:28:34.277Z,1635,FG-A,BATCH-1001,DAY,normal,0,0
951,2026-01-30T08:28:34.277Z,2026-01-30T08:28:35.892Z,1615,FG-A,BATCH-1001,DAY,normal,0,0
952,2026-01-30T08:28:35.892Z,2026-01-30T08:28:37.394Z,1502,FG-A,BATCH-1001,DAY,normal,0,0
953,2026-01-30T08:28:37.394Z,2026-01-30T08:28:38.976Z,1582,FG-A,BATCH-1001,DAY,normal,0,0
954,2026-01-30T08:28:38.976Z,2026-01-30T08:28:40.547Z,1571,FG-A,BATCH-1001,DAY,normal,0,0
955,2026-01-30T08:28:40.547Z,2026-01-30T08:28:42.224Z,1677,FG-A,BATCH-1001,DAY,normal,0,0
956,2026-01-30T08:28:42.224Z,2026-01-30T08:28:43.970Z,1746,FG-A,BATCH-1001,DAY,normal,0,0
957,2026-01-30T08:28:43.970Z,2026-01-30T08:28:45.697Z,1727,FG-A,BATCH-1001,DAY,normal,0,0
958,2026-01-30T08:28:45.697Z,2026-01-30T08:28:47.324Z,1627,FG-A,BATCH-1001,DAY,normal,0,0
959,2026-01-30T08:28:47.324Z,2026-01-30T08:28:48.927Z,1603,FG-A,BATCH-1001,DAY,normal,0,0
960,2026-01-30T08:28:48.927Z,2026-01-30T08:28:50.667Z,1740,FG-A,BATCH-1001,DAY,normal,0,0
961,2026-01-30T08:28:50.667Z,2026-01-30T08:28:52.003Z,1336,FG-A,BATCH-1001,DAY,fast_cycle,0,0
962,2026-01-30T08:28:52.003Z,2026-01-30T08:28:53.561Z,1558,FG-A,BATCH-1001,DAY,normal,0,0
963,2026-01-30T08:28:53.561Z,2026-01-30T08:28:55.216Z,1655,FG-A,BATCH-1001,DAY,normal,0,0
964,2026-01-30T08:28:55.216Z,2026-01-30T08:28:56.936Z,1720,FG-A,BATCH-1001,DAY,normal,0,0
965,2026-01-30T08:28:56.936Z,2026-01-30T08:28:58.590Z,1654,FG-A,BATCH-1001,DAY,normal,0,0
966,2026-01-30T08:28:58.590Z,2026-01-30T08:29:00.195Z,1605,FG-A,BATCH-1001,DAY,normal,0,0
967,2026-01-30T08:29:00.195Z,2026-01-30T08:29:01.727Z,1532,FG-A,BATCH-1001,DAY,normal,0,0
968,2026-01-30T08:29:01.727Z,2026-01-30T08:29:03.307Z,1580,FG-A,BATCH-1001,DAY,normal,0,0
969,2026-01-30T08:29:03.307Z,2026-01-30T08:29:04.994Z,1687,FG-A,BATCH-1001,DAY,normal,0,0
970,2026-01-30T08:29:04.994Z,2026-01-30T08:29:06.623Z,1629,FG-A,BATCH-1001,DAY,normal,0,0
971,2026-01-30T08:29:06.623Z,2026-01-30T08:29:08.317Z,1694,FG-A,BATCH-1001,DAY,normal,0,0
972,2026-01-30T08:29:08.317Z,2026-01-30T08:29:10.084Z,1767,FG-A,BATCH-1001,DAY,normal,0,0
973,2026-01-30T08:29:10.084Z,2026-01-30T08:29:11.555Z,1471,FG-A,BATCH-1001,DAY,normal,0,0
974,2026-01-30T08:29:11.555Z,2026-01-30T08:29:12.915Z,1360,FG-A,BATCH-1001,DAY,normal,0,0
975,2026-01-30T08:29:12.915Z,2026-01-30T08:29:14.537Z,1622,FG-A,BATCH-1001,DAY,normal,0,0
976,2026-01-30T08:29:14.537Z,2026-01-30T08:29:16.170Z,1633,FG-A,BATCH-1001,DAY,normal,0,0
977,2026-01-30T08:29:16.170Z,2026-01-30T08:29:17.704Z,1534,FG-A,BATCH-1001,DAY,normal,0,0
978,2026-01-30T08:29:17.704Z,2026-01-30T08:29:19.205Z,1501,FG-A,BATCH-1001,DAY,normal,0,0
979,2026-01-30T08:29:19.205Z,2026-01-30T08:29:20.931Z,1726,FG-A,BATCH-1001,DAY,normal,0,0
980,2026-01-30T08:29:20.931Z,2026-01-30T08:29:22.499Z,1568,FG-A,BATCH-1001,DAY,normal,0,0
981,2026-01-30T08:29:22.499Z,2026-01-30T08:29:24.255Z,1756,FG-A,BATCH-1001,DAY,normal,0,0
982,2026-01-30T08:29:24.255Z,2026-01-30T08:29:25.640Z,1385,FG-A,BATCH-1001,DAY,normal,0,0
983,2026-01-30T08:29:25.640Z,2026-01-30T08:29:27.160Z,1520,FG-A,BATCH-1001,DAY,normal,0,0
984,2026-01-30T08:29:27.160Z,2026-01-30T08:29:28.778Z,1618,FG-A,BATCH-1001,DAY,normal,0,0
985,2026-01-30T08:29:28.778Z,2026-01-30T08:29:30.457Z,1679,FG-A,BATCH-1001,DAY,normal,0,0
986,2026-01-30T08:29:30.457Z,2026-01-30T08:29:32.096Z,1639,FG-A,BATCH-1001,DAY,normal,0,0
987,2026-01-30T08:29:32.096Z,2026-01-30T08:29:33.677Z,1581,FG-A,BATCH-1001,DAY,normal,0,0
988,2026-01-30T08:29:33.677Z,2026-01-30T08:29:35.275Z,1598,FG-A,BATCH-1001,DAY,normal,0,0
989,2026-01-30T08:29:35.275Z,2026-01-30T08:29:37.031Z,1756,FG-A,BATCH-1001,DAY,normal,0,0
990,2026-01-30T08:29:37.031Z,2026-01-30T08:29:38.707Z,1676,FG-A,BATCH-1001,DAY,normal,0,0
991,2026-01-30T08:29:38.707Z,2026-01-30T08:29:40.471Z,1764,FG-A,BATCH-1001,DAY,normal,0,0
992,2026-01-30T08:29:40.471Z,2026-01-30T08:29:41.896Z,1425,FG-A,BATCH-1001,DAY,normal,0,0
993,2026-01-30T08:29:41.896Z,2026-01-30T08:29:43.536Z,1640,FG-A,BATCH-1001,DAY,normal,0,0
994,2026-01-30T08:29:43.536Z,2026-01-30T08:29:45.373Z,1837,FG-A,BATCH-1001,DAY,normal,0,0
995,2026-01-30T08:29:45.373Z,2026-01-30T08:29:47.009Z,1636,FG-A,BATCH-1001,DAY,normal,0,0
996,2026-01-30T08:29:47.009Z,2026-01-30T08:29:48.732Z,1723,FG-A,BATCH-1001,DAY,normal,0,0
997,2026-01-30T08:29:48.732Z,2026-01-30T08:29:50.347Z,1615,FG-A,BATCH-1001,DAY,normal,0,0
998,2026-01-30T08:29:50.347Z,2026-01-30T08:29:52.021Z,1674,FG-A,BATCH-1001,DAY,normal,0,0
999,2026-01-30T08:29:52.021Z,2026-01-30T08:29:53.838Z,1817,FG-A,BATCH-1001,DAY,normal,0,0
1000,2026-01-30T08:29:53.838Z,2026-01-30T08:29:55.367Z,1529,FG-A,BATCH-1002,DAY,normal,0,0
1001,2026-01-30T08:29:55.367Z,2026-01-30T08:29:57.062Z,1695,FG-A,BATCH-1002,DAY,normal,0,0
1002,2026-01-30T08:29:57.062Z,2026-01-30T08:29:58.566Z,1504,FG-A,BATCH-1002,DAY,normal,0,0
1003,2026-01-30T08:29:58.566Z,2026-01-30T08:30:00.172Z,1606,FG-A,BATCH-1002,DAY,normal,0,0
1004,2026-01-30T08:30:00.172Z,2026-01-30T08:30:01.609Z,1437,FG-A,BATCH-1002,DAY,normal,0,0
1005,2026-01-30T08:30:01.609Z,2026-01-30T08:30:03.259Z,1650,FG-A,BATCH-1002,DAY,normal,0,0
1006,2026-01-30T08:30:03.259Z,2026-01-30T08:30:04.769Z,1510,FG-A,BATCH-1002,DAY,normal,0,0
1007,2026-01-30T08:30:04.769Z,2026-01-30T08:30:06.447Z,1678,FG-A,BATCH-1002,DAY,normal,0,0
1008,2026-01-30T08:30:06.447Z,2026-01-30T08:30:08.047Z,1600,FG-A,BATCH-1002,DAY,normal,0,0
1009,2026-01-30T08:30:08.047Z,2026-01-30T08:30:09.883Z,1836,FG-A,BATCH-1002,DAY,normal,0,0
1010,2026-01-30T08:30:09.883Z,2026-01-30T08:30:11.547Z,1664,FG-A,BATCH-1002,DAY,normal,0,0
